Customer_ID,Sale_Date,Monthly_Revenue
C2112,2024-02-05,293.71920653909353
C0942,2025-04-07,1290.1176298628907
C2297,2026-02-02,1427.7092234300724
C1270,2026-01-24,605.7495724030466
C0940,2025-07-07,826.104805190337
C1611,2025-08-03,1190.7333581381943
C2205,2025-02-06,886.9093925919083
C2783,2024-04-16,1490.876930388749
C1726,2024-02-08,737.9987112195597
C0985,2025-08-03,1099.5197956903287
C1588,2024-06-28,1209.627596275162
C1337,2024-01-12,791.7405820618152
C1875,2024-12-04,1299.777327995926
C0662,2025-12-16,864.616427690075
C0033,2025-07-01,676.311115522284
C1817,2024-05-05,250.95314339272582
C2606,2024-03-03,650.7790068905938
C2121,2024-03-22,1127.5110366265978
C1890,2024-10-25,1389.8009763521502
C2873,2024-02-03,452.3511654044344
C1157,2026-01-21,597.3297242627036
C0061,2025-08-31,315.5453917461967
C1544,2024-02-18,1067.0120519205564
C0272,2025-10-19,1444.2638020138954
C2294,2025-09-28,997.3331077874458
C1200,2025-12-01,963.9071420087168
C2676,2024-02-26,874.8859027006075
C1807,2024-04-18,223.83803695975115
C2753,2025-05-31,1121.305357001137
C2710,2024-01-24,942.8693609690911
C1155,2024-08-08,1026.0674763988018
C1126,2024-11-10,1358.3355302383902
C0310,2024-10-20,1197.545101885425
C1316,2024-01-10,1193.2813530163364
C1746,2025-11-07,1398.0572764310866
C2543,2025-04-25,1485.9089320481994
C0338,2025-12-27,913.7958247454835
C2627,2025-09-29,252.43426244363206
C0010,2024-09-23,742.7818708856109
C0049,2026-03-02,1202.6416050463022
C1511,2024-03-28,138.81545466658886
C2671,2025-03-30,179.6424136986087
C1345,2025-09-17,194.02089533594986
C0731,2025-06-16,1123.4500616596351
C0795,2024-05-27,801.6332799884409
C1649,2026-01-26,616.457120928831
C0133,2026-02-16,247.8638633664304
C2131,2025-12-29,1125.1363502882448
C2105,2025-03-06,549.4277347712596
C0376,2026-01-21,471.45369809053403
C2397,2026-01-13,1013.2468821749713
C0271,2026-01-13,882.6152496355785
C1507,2024-08-29,607.3748985386223
C2159,2025-12-02,998.0824591278233
C2917,2026-01-10,479.71012853776546
C2935,2024-03-06,1212.7623662460576
C0076,2025-01-12,421.0465304307155
C1957,2025-01-22,322.37277353482193
C1667,2026-03-01,1195.4151732984249
C0329,2026-02-19,1091.0488429771065
C2170,2024-07-27,355.6945659825178
C0041,2025-02-18,262.7440537659132
C1191,2024-01-16,1273.758723881369
C2970,2024-10-23,1187.2378750753633
C2690,2024-08-07,558.16032317953
C2327,2026-02-07,1021.4763714987133
C2811,2025-01-01,273.8242611669351
C2517,2026-02-18,809.8667226667494
C2057,2024-08-16,126.22240888458782
C0013,2025-09-22,648.2426332901777
C0924,2025-03-15,204.77995005996712
C2971,2025-11-20,765.2060522196355
C1843,2025-06-15,690.3543055940521
C1233,2025-03-25,722.1390372932784
C1215,2024-02-05,163.4638228671917
C0653,2025-02-25,606.2628777945654
C1704,2025-09-11,1159.0773887398832
C0621,2024-07-07,616.4801226950682
C1963,2024-06-26,1101.240733653413
C1646,2025-08-30,617.2702130872266
C2244,2024-11-10,692.535218086261
C0417,2024-01-20,889.4489579609725
C0664,2025-11-06,1430.9547115299154
C1779,2025-01-16,252.40462530531724
C1380,2025-08-31,146.07927612564316
C0148,2024-05-22,951.1400573340633
C2046,2024-03-02,1428.735924499797
C1389,2024-08-29,1485.612385576601
C2412,2024-08-25,777.8299463488025
C1726,2024-05-10,755.3142695191378
C0402,2025-08-27,1002.9492790432746
C2654,2025-08-25,877.8886600869578
C1516,2025-10-06,987.7232806597654
C2032,2024-05-02,1323.5991957530518
C0229,2025-03-15,1144.828637282653
C1599,2024-12-07,795.6283483615138
C2585,2025-02-22,746.6102426002375
C0268,2025-09-21,995.4424479183624
C1429,2025-03-30,737.9887981884165
C1817,2024-07-16,740.8910917718957
C1035,2024-10-08,122.82826250110674
C1344,2024-01-01,343.68979237023177
C0126,2025-12-23,783.9190959940543
C2354,2026-02-13,1251.7148426705169
C1726,2024-11-27,490.2178094179738
C1113,2024-07-30,831.7008063836087
C2676,2024-03-27,582.9469186629251
C1376,2025-10-26,246.72558535542464
C0689,2025-11-29,1441.6178762998209
C1281,2024-03-01,1296.5434183504224
C1233,2026-03-07,209.88939425366897
C0281,2024-04-04,1107.7021674555986
C0443,2026-02-24,586.6118661005003
C1864,2025-07-06,1492.7897298865096
C0837,2024-05-26,523.3579277605688
C0389,2024-09-02,434.2338235076399
C0617,2025-10-05,895.0467676275673
C0147,2024-10-23,1269.1766286804857
C0521,2024-05-02,369.5264205477172
C0630,2025-10-16,1093.1638776070638
C2482,2025-11-24,185.96921639757036
C2192,2025-12-04,1386.5086403546961
C0289,2025-03-31,213.5048826062183
C1410,2025-02-02,1379.9239268818276
C0014,2025-12-19,787.130149233784
C0257,2024-08-18,727.3275579142878
C1722,2025-06-17,1462.629911300527
C1424,2025-02-05,1486.5378487775067
C1231,2025-08-14,1010.2493763454167
C0858,2024-05-09,277.9670085998679
C2991,2024-10-18,808.6381199172835
C1196,2024-10-02,840.8283413379274
C0464,2025-01-10,820.2249993894336
C0270,2024-02-24,897.2885739280136
C1245,2025-07-31,126.21459931214693
C2671,2026-01-08,1095.7181940587034
C1207,2024-01-26,1097.3520227341833
C0072,2025-03-16,261.6576852490431
C1307,2026-02-03,898.335219424121
C2122,2024-07-15,895.7056554100844
C2403,2025-10-03,1055.4305882665603
C1751,2024-08-30,219.55676898911352
C0497,2025-12-24,977.1046301725349
C0988,2024-07-08,493.05273104487765
C2628,2026-03-12,809.8041866946407
C0910,2026-01-07,1182.6529737857074
C0373,2026-01-27,1087.9043109082186
C0362,2025-07-21,266.46422474919075
C2141,2025-07-20,927.6587019625025
C1345,2024-10-02,1456.763143317034
C0324,2025-02-12,319.4772122690032
C2432,2024-12-05,1294.0699228155809
C0575,2024-06-01,1083.5673127752877
C0736,2025-07-18,1183.6046380736634
C2785,2025-02-01,494.74165799970365
C2394,2025-03-19,503.04450113177944
C1216,2025-09-14,1368.4272380870834
C1696,2025-03-02,603.7648449295821
C1908,2025-05-01,188.22154696993468
C0719,2024-07-22,940.8353850112301
C0781,2024-04-21,274.7447366585797
C1020,2024-11-20,1215.2347379710714
C1404,2024-09-14,998.4450195014804
C1427,2025-06-11,1324.6171073096914
C0664,2024-12-15,1198.7721496956894
C1773,2025-11-08,256.9591076734746
C2648,2025-03-10,633.4989470081912
C0011,2025-03-01,1184.3843498804222
C2235,2024-10-06,684.278062572856
C2774,2025-01-05,1461.3116786919695
C1039,2025-10-31,1130.0366298508288
C2826,2024-09-05,121.69988336644943
C2459,2024-06-29,1331.979968185171
C0585,2025-12-03,241.12669881598063
C1076,2025-10-12,296.73321385212023
C2625,2024-03-18,1128.2893608554714
C1375,2024-12-01,1310.9559832026723
C1452,2024-02-19,850.8894790593783
C1855,2024-03-25,504.6696261240908
C1790,2025-11-25,591.8417633544458
C0743,2025-11-25,580.0450614344784
C1777,2024-01-04,557.3493453333172
C0204,2024-11-12,440.0735405503097
C1077,2024-04-20,952.4139324809263
C0974,2024-11-29,1360.567445991094
C2988,2026-02-01,529.9153783166776
C1399,2024-05-12,361.3720164459769
C1866,2025-09-03,1274.0087329199948
C1300,2025-11-14,1138.4966632455846
C1055,2026-03-09,1403.1718441838748
C1159,2024-04-28,331.72762984687347
C0105,2024-12-15,301.9518397632281
C0253,2025-11-17,858.0011520269953
C0295,2025-06-25,960.2071167691333
C2716,2024-02-24,772.2428186034253
C1182,2024-12-26,938.5532908534257
C0549,2025-12-08,352.5316764250999
C2679,2025-03-28,771.4592558297167
C1778,2025-07-06,1021.3295853155349
C0299,2025-11-15,705.7890289481852
C1749,2024-11-25,1051.226270143237
C1844,2024-08-06,731.6677927753755
C0101,2024-07-26,567.0394131791882
C2380,2025-10-31,525.0470659219293
C2884,2026-01-09,675.2628825840233
C1775,2024-03-25,132.32547175508117
C2441,2025-11-15,1035.935193824559
C0874,2024-09-01,1283.1478973723665
C2429,2025-11-15,596.477932220366
C0092,2024-11-30,164.44639059840597
C0447,2024-07-30,1481.4858363397807
C0109,2025-08-18,469.17755763149376
C0317,2025-11-15,277.2695703670822
C1836,2024-07-01,617.6535111622392
C1944,2024-05-12,1133.9798568869794
C1459,2026-03-10,511.48323564679197
C0442,2026-02-12,904.5844854872829
C2266,2024-12-15,681.7839922119991
C1246,2024-10-08,264.8695891872659
C2721,2024-10-19,562.4018174889543
C1552,2024-09-25,1114.8187079996933
C0278,2024-07-15,956.805456264024
C0569,2025-06-20,267.6897318369854
C1010,2025-10-14,328.651373600032
C2923,2026-01-04,997.0267030304236
C2514,2024-01-20,1238.7815800492165
C0839,2026-01-28,589.264294341437
C2802,2025-12-13,933.4350525808302
C1608,2025-02-08,338.9010242529474
C2886,2024-04-24,535.9268716674534
C0030,2025-12-01,128.37828794227363
C2407,2024-01-26,1175.5863269193317
C1943,2025-07-19,661.4137476821535
C2134,2025-11-12,1242.5758031155353
C1258,2025-01-29,1091.7221944318167
C2795,2025-01-15,1260.2419720198677
C2361,2025-06-06,499.92213741603587
C0365,2025-06-22,359.15222259898337
C1801,2024-03-23,1460.6679557123387
C1823,2026-03-12,1104.2589018572173
C1863,2025-07-03,1267.6591750973384
C0905,2025-03-20,118.38672319390722
C0698,2024-03-27,596.2462684142412
C2179,2025-01-21,1139.9433668082643
C2851,2025-10-29,209.17596618597665
C2837,2025-02-01,894.2759013965099
C1856,2024-10-12,700.7018744370046
C0351,2025-11-28,124.66310999755021
C0180,2025-11-24,430.36580796723194
C1504,2025-01-03,498.7087846933999
C1187,2025-10-16,256.60392488485144
C1807,2025-02-25,984.1516736397245
C0774,2025-12-18,439.35702675264463
C0510,2025-10-15,488.6672994671437
C0365,2025-11-27,1357.5340374802063
C0353,2025-03-18,753.9723297703953
C2848,2026-01-22,648.9794057569812
C1107,2025-06-03,1113.4194536406042
C1249,2025-08-06,1373.459315636077
C0412,2024-10-14,135.05087073242137
C0735,2024-04-04,727.534385177555
C0118,2025-10-30,955.0938985091261
C0482,2024-02-10,545.9883373763855
C0192,2024-11-26,1181.3708109725385
C2639,2026-02-19,1460.0678983783835
C2638,2024-06-03,1420.7983127503965
C2707,2025-05-18,472.37555513191865
C0107,2024-10-01,416.8735898124804
C0382,2025-10-27,1440.4867434297096
C0783,2025-07-18,742.0798824040522
C2438,2024-06-27,391.61681231856846
C0244,2026-01-21,1089.7957490825856
C2633,2024-05-16,498.1884534653082
C2917,2026-02-05,474.14576509947324
C0468,2026-01-05,1330.9486603088985
C0866,2024-06-28,327.4708147276648
C2982,2024-06-30,190.15012505273094
C1562,2024-09-15,476.8610162403621
C1234,2024-08-30,949.7235779734854
C0604,2024-04-05,272.32299476457877
C1661,2024-07-15,760.2325411875113
C1097,2025-06-09,978.2719545954477
C2016,2025-09-23,1288.2317896304435
C1659,2025-01-21,421.8174276831561
C1734,2025-02-11,1244.2848527359051
C1614,2024-09-25,428.868765583734
C0860,2024-06-19,1047.473157735497
C1880,2025-08-06,702.9430000754371
C1277,2025-11-21,260.5537393301382
C0013,2024-06-18,1099.968847950588
C2347,2024-06-07,404.8676659686249
C1100,2025-05-23,347.2727964344281
C1075,2025-03-22,601.6521000251364
C0787,2025-10-27,1014.6063426632769
C0149,2024-03-22,427.59507030687894
C1755,2024-02-26,357.12615429464
C2170,2025-06-02,113.93507599871006
C1304,2024-04-21,760.300335942413
C2586,2024-02-17,700.1037970412558
C1180,2025-08-14,427.4148410923268
C2424,2025-01-10,175.11302961356705
C0082,2024-02-02,700.9582244341717
C0492,2025-05-18,1203.4871555002837
C2404,2025-09-18,1101.394983858048
C2026,2024-01-03,1305.1128458042383
C0925,2025-04-30,113.41576279841787
C1297,2025-05-30,1452.987043526438
C1604,2026-02-10,577.9771536784276
C1597,2024-02-11,1486.5569145287507
C0123,2024-01-09,453.6672448424845
C0708,2025-10-18,760.1509426095427
C2378,2025-08-31,595.4987472054252
C0991,2026-02-26,598.0650009920237
C2371,2024-05-21,1279.194938247502
C2818,2026-02-28,1144.9865156322742
C2041,2025-03-11,1489.0120093220673
C2481,2024-01-27,958.9205558045176
C0710,2024-02-12,748.5592461523038
C0794,2024-05-10,226.10340812564758
C0712,2024-08-03,1495.1859873193996
C2587,2025-08-28,872.142914105196
C2649,2025-06-03,1080.6684575661984
C1718,2025-08-20,669.4393420678359
C0257,2024-12-10,866.8019914509302
C1213,2025-05-22,1419.6088246500422
C0871,2025-10-11,332.98721310424384
C2947,2025-02-16,509.32161806235644
C1732,2024-09-02,312.88361888924527
C0809,2025-03-24,1209.1022653266846
C2725,2024-01-21,186.8633645905614
C0271,2025-02-11,214.28430979187362
C1544,2025-04-01,517.8917579023162
C0550,2025-03-19,819.8634532894158
C1138,2024-09-21,668.7847207834211
C0568,2025-10-21,162.74283493913018
C0359,2024-07-02,1440.4881810193322
C1674,2024-08-14,1434.0173285013173
C1638,2026-03-14,491.0988525370638
C1358,2025-07-01,1124.1358613760142
C1713,2024-09-02,910.0055759365133
C1363,2024-03-13,432.4673730078737
C0798,2024-05-29,467.0401724382616
C1285,2025-05-27,787.6144440346307
C0887,2024-03-09,686.9317180963042
C1759,2024-08-17,507.72105952376995
C1223,2025-12-23,1230.5162348272086
C2259,2024-03-12,774.0480846923389
C0287,2025-08-30,1016.787287344779
C1716,2025-01-31,364.9829002350257
C1786,2024-03-24,846.9107275230814
C0743,2026-01-09,545.16646922527
C1506,2024-10-25,836.9790545528296
C2041,2026-01-17,1193.1561667752994
C1047,2024-10-19,1176.4784941277665
C0296,2026-01-03,595.9089492479864
C2054,2024-08-10,1071.9879639114947
C2598,2026-03-03,1417.8059305519878
C0681,2026-01-02,975.937061894869
C1892,2024-08-03,307.774172735692
C0795,2024-08-18,1051.5920809907332
C0203,2025-02-08,246.86614088903585
C0325,2024-06-17,1320.954572310238
C2873,2024-11-24,823.3246941227164
C2292,2025-03-01,639.1970308362113
C0327,2025-07-07,179.8092325095693
C0987,2026-02-08,633.0972284289536
C0761,2024-07-14,1364.489335082105
C1037,2025-08-30,129.37619480082446
C0907,2025-06-09,764.5074208945268
C1404,2025-09-16,1403.6213275548712
C0365,2024-03-17,652.7773996710295
C1245,2024-10-03,699.4459624470105
C2121,2025-04-10,909.9840772787678
C1649,2025-03-23,748.1122670080568
C1070,2024-11-15,336.0423677325734
C0274,2024-06-08,125.97775469780457
C2256,2025-05-06,953.7363211701822
C1953,2024-11-08,1389.129221810937
C1885,2025-09-22,248.90978623803187
C0124,2024-06-09,395.3338069538547
C1353,2024-11-03,618.3212801549629
C2591,2024-05-25,1232.2391206295677
C1692,2025-11-05,476.96444305936865
C2108,2025-01-30,1334.876165990276
C2947,2025-11-21,176.94102451009297
C2934,2024-03-29,1417.3392697625088
C2830,2026-01-04,885.0459090232708
C0442,2026-02-16,1022.2887498827863
C1241,2026-01-20,614.7653315508944
C0911,2024-11-03,1194.7919997154845
C1026,2025-06-29,333.1927501181685
C1560,2025-01-05,168.47655538988184
C1742,2025-03-26,653.72372035058
C2880,2024-06-15,1295.1739995734554
C1735,2025-01-26,1156.8975712927725
C0626,2025-09-28,824.0183586845412
C1691,2026-01-05,900.9928460314949
C0998,2025-05-05,281.8499568182576
C2782,2024-05-29,1276.954112064615
C0091,2025-04-12,1201.7435561498758
C2215,2025-12-01,1019.0585514417198
C0207,2024-02-12,752.6674508605138
C1089,2024-01-29,1450.2429755913174
C1912,2025-09-23,1330.6447606270594
C0516,2024-01-31,1002.202690920466
C1181,2025-11-23,620.521396804203
C1793,2025-11-04,965.2311901541174
C2795,2024-05-07,905.6172971429315
C2354,2026-02-05,651.938782968883
C1902,2024-10-20,529.3435603633066
C2006,2025-03-16,669.8151091322513
C0395,2025-01-22,903.475968446757
C1098,2026-02-04,699.3887825955322
C0187,2025-10-03,469.00428348193736
C1598,2025-06-07,1165.3486448651322
C1592,2025-06-30,844.0544943403781
C2671,2025-12-10,194.74522851583995
C0730,2026-01-29,615.6431078765758
C0240,2024-04-19,1338.878840096791
C2581,2024-11-23,1157.3311436799327
C0141,2025-02-08,552.5454975216098
C0139,2024-09-01,1413.4564128623126
C2507,2026-01-31,207.24407170149422
C0070,2024-06-11,1445.7285854490644
C0385,2025-07-13,443.9871294785459
C0630,2025-02-02,112.73185242338697
C2246,2025-08-05,707.3312511256574
C0205,2025-02-02,602.5586015618121
C1750,2025-05-07,854.7246072895114
C0568,2025-10-07,1215.4820047977837
C0982,2024-08-26,1279.403123010626
C0805,2025-04-09,661.7219994563685
C1711,2025-08-02,701.7840411888902
C2907,2026-02-28,307.44882246126315
C0882,2024-02-01,166.5666524336289
C2036,2024-05-02,997.7009863290345
C0974,2025-06-17,190.2126757737692
C0640,2025-10-28,1127.3621671900382
C1455,2024-04-19,854.7262030311465
C0325,2024-09-27,378.01616951651675
C0442,2025-01-14,855.3321209177095
C0804,2024-10-26,356.19680324293836
C2336,2025-09-18,714.2320905145768
C0226,2026-01-01,1219.3844427391205
C1088,2026-01-11,746.6870107748924
C0967,2026-02-02,308.1790456165675
C2986,2024-09-05,1113.3601545521233
C0560,2025-06-04,361.4757827780124
C0714,2024-02-03,1133.9698241181532
C0498,2024-08-15,771.0932049021666
C2897,2025-08-07,735.2384627320222
C2974,2025-02-02,1292.0090530004647
C2108,2025-12-24,1092.0449340769362
C0257,2025-08-06,146.07511573691497
C0577,2025-07-23,514.6440404422433
C2287,2024-08-07,1319.288925189858
C0038,2025-01-05,125.65663596327809
C2073,2026-02-25,863.3548247667585
C0410,2026-01-30,1118.9559368435214
C0461,2025-06-11,970.5985196784062
C1441,2024-03-15,1164.745082946211
C2405,2025-09-09,1115.968588480644
C0383,2024-05-15,1068.8429732143586
C1833,2024-03-14,1250.155805295913
C0569,2024-09-10,1003.9669358293537
C1072,2024-01-18,663.3858919597749
C0433,2024-02-12,760.6727538804226
C0056,2024-02-19,1103.4146957540308
C2625,2025-05-29,1326.8284415335115
C2316,2026-01-13,481.10632117568593
C2117,2025-12-31,578.9075143594991
C1752,2025-07-24,1403.0351549073778
C2048,2026-03-06,909.9165093732236
C0902,2025-07-29,350.5465439890014
C1625,2025-08-04,1029.173194477336
C2841,2024-10-29,1487.0670177551315
C0257,2024-05-21,1252.83499025856
C0672,2024-07-20,1144.0375911719639
C0490,2024-07-25,391.26531597277693
C2794,2025-02-18,1326.5956985576101
C2097,2024-08-08,836.1043809497651
C1683,2024-12-27,1345.0060309007379
C0316,2026-01-27,561.758961194831
C2461,2024-03-21,186.87147368960586
C0434,2026-02-01,766.3663561236446
C1026,2025-07-16,477.77264674502874
C1976,2024-10-11,1101.3210056868174
C1980,2025-01-03,1439.9491739984453
C1390,2025-05-06,1067.3638116121895
C0420,2024-12-11,1341.707501592885
C1597,2024-07-22,734.2336190416889
C1585,2024-01-25,1180.2970320734223
C0844,2025-07-06,1280.2608113403849
C1468,2024-03-09,1095.2258786169593
C2964,2025-05-30,810.8882004973905
C0434,2025-05-06,976.2125534615152
C2691,2024-08-27,1080.7097939504324
C1579,2024-12-26,454.31816450999764
C2105,2025-03-16,1233.4109652809786
C0964,2024-01-31,1430.4543545541826
C0977,2025-09-20,751.3350412519104
C0046,2025-12-07,1081.4940563538285
C1194,2025-08-24,1131.8362681064955
C0417,2025-11-20,1027.1465665300725
C0848,2025-10-18,865.9611516600897
C2187,2025-12-14,1334.3071364047348
C0247,2024-11-17,728.4973929764523
C0230,2024-12-09,185.54413908124502
C0792,2025-12-15,1282.3789259970245
C0637,2025-06-19,1043.573781243171
C2422,2024-12-20,1288.9620770995052
C0738,2025-04-15,293.966419422572
C1089,2024-04-14,143.05411671360287
C0088,2026-02-25,1408.1243565355019
C0713,2024-11-17,306.819628190804
C1750,2025-07-25,1233.5132648986325
C1228,2025-06-10,1252.49391905289
C1937,2025-05-18,1092.187280768604
C1406,2024-03-25,283.76709553001933
C0601,2025-12-09,1034.3580743851307
C1500,2024-08-22,1344.7212166576119
C2587,2024-09-19,695.7443027212365
C0214,2024-01-06,678.9235961300384
C2122,2025-05-08,720.0016334111867
C2109,2024-10-15,215.18064694668902
C0698,2025-07-23,1348.8357966419628
C1243,2025-10-18,1316.8560095727146
C2060,2025-07-07,1497.0730505064007
C2862,2024-12-15,919.2563980977789
C2080,2024-07-18,1151.66829103194
C1184,2025-11-16,383.7406688302266
C1001,2024-11-30,1034.5403455138373
C0237,2025-08-29,1009.625988260347
C1205,2024-08-04,1361.6922301782574
C2606,2025-09-14,1263.1098119747037
C1482,2024-12-18,1413.8530476648684
C1104,2025-11-22,1316.3668617822505
C0647,2025-11-05,1316.1714528583927
C2868,2025-09-22,189.2126573642056
C0473,2024-11-20,1284.3467337743382
C0112,2024-08-15,950.4697523043654
C1846,2024-05-24,632.6222324723457
C1655,2024-11-03,179.12047414328725
C0383,2025-10-15,1048.7432846752654
C0017,2025-09-25,559.4824507526645
C0493,2024-10-11,754.8867709804487
C2974,2025-01-26,1054.419811877188
C1897,2026-01-07,1376.4843658338
C1510,2024-12-25,1255.6116818469977
C0117,2026-02-07,730.8359807450398
C1579,2026-03-07,642.8964204249305
C0880,2024-06-13,435.69163438166646
C2163,2026-01-02,621.3974516463555
C1819,2025-08-03,255.46494220865762
C1573,2024-08-11,1459.5477117106564
C2862,2024-05-03,903.4844215434105
C1649,2024-12-09,278.9281799132981
C0644,2025-06-07,593.928412972268
C1360,2024-02-21,865.8548010689184
C0336,2024-05-08,846.0398912972175
C2970,2024-05-14,149.7047162060853
C0147,2025-10-18,1431.1774479207559
C0122,2024-05-06,485.5259540649225
C0081,2026-01-07,122.65853650464766
C2733,2024-03-11,207.02161253039546
C2710,2024-09-29,912.2728645471677
C2423,2024-07-05,292.8997289451356
C2111,2024-01-03,158.4147099949046
C0504,2024-10-11,631.4770529777959
C0668,2024-01-22,971.865669276264
C2497,2024-06-14,256.5757267782573
C2916,2024-11-05,538.6589650118417
C1445,2025-04-21,684.8649402743591
C1346,2025-05-12,323.244136901474
C2728,2025-03-09,808.5034578533941
C1190,2026-01-27,219.29972166247927
C1621,2024-08-21,165.12589488309612
C1981,2025-10-31,827.7695140171887
C1673,2025-10-24,447.0557618512259
C2509,2025-12-25,233.52333105723852
C0459,2025-01-10,693.4776224826852
C1213,2025-12-30,1381.1970353243526
C0464,2024-09-02,1113.869425315817
C0912,2024-10-29,1241.8622814858386
C2427,2025-02-08,1320.679584262091
C1026,2026-02-26,1461.6788379549864
C2412,2025-10-24,1168.5452029198423
C0072,2025-12-08,951.7710907152715
C1451,2024-01-21,611.5962324231461
C2686,2024-09-13,354.3005311808025
C1194,2025-02-02,1061.323823576612
C1849,2025-06-12,1492.9299805707185
C2385,2024-02-20,754.3021584664866
C2023,2025-03-22,1113.1511153299307
C2243,2024-09-26,793.1294299904187
C1012,2025-08-17,704.7067927088673
C0653,2025-09-27,674.4278589838812
C1299,2026-03-12,806.4745561043767
C0007,2024-09-18,613.6539266115251
C0905,2024-12-30,1148.282650550531
C2029,2024-02-18,1323.9808372281232
C2614,2025-06-01,1336.0394293032577
C0616,2025-09-20,418.7781987961563
C1874,2024-04-27,1354.2727942240872
C2621,2025-03-28,578.1717245971471
C2647,2026-02-13,533.0307316794167
C0770,2025-10-02,1117.4584803575303
C2290,2025-01-31,526.5748761208051
C1567,2025-11-13,174.15296785359413
C1486,2024-01-27,623.0648812344313
C1441,2025-12-11,1110.0518405016885
C0766,2025-01-06,557.7417883782471
C0384,2024-04-06,981.3826783932051
C2439,2025-06-12,1024.1672219683826
C2944,2025-11-15,1127.2304164168986
C0688,2025-09-04,1355.982652835311
C1150,2024-07-04,705.590298975804
C0047,2025-11-26,333.0049073274399
C1973,2024-08-02,546.4960016046452
C2667,2024-09-07,705.0341572435802
C0464,2024-08-03,1099.4480570593582
C1873,2024-01-29,118.3709757862869
C0123,2024-04-11,542.0995368158306
C2182,2024-05-02,1191.7796134270436
C1643,2024-02-23,1039.2007846629735
C0841,2024-10-09,1124.4359630198471
C1586,2025-09-05,1236.5350772148727
C2897,2024-04-26,1196.5300064291473
C2655,2025-09-07,1055.0564326138892
C1804,2025-07-10,715.5261453188268
C0023,2024-04-23,1477.0376604294154
C0566,2025-06-26,896.7024738261032
C1910,2025-11-06,383.8768931163748
C2814,2025-12-01,509.93799714669814
C0965,2024-10-19,1070.987438358658
C2283,2024-07-13,1394.635391279249
C0996,2024-10-18,350.20818088825655
C1188,2024-09-17,215.28509404410087
